Customer ID,Recency,Frequency,Monetary,Segment
12536,43,3,12601.830000000002,At-Risk
12538,29,1,363.95,Promising
12539,22,4,5568.35,At-Risk
12540,19,17,13400.24,Champions
12541,29,3,981.18,At-Risk
12544,36,1,372.7,Promising
12545,75,2,1000.39,At-Risk
12546,46,2,1161.5,At-Risk
12547,197,2,207.8,Lost
12548,166,1,95.2,Lost
12550,79,1,964.83,Lost
12551,357,1,168.0,Lost
12552,38,2,437.82,Promising
12553,8,10,3692.28,Champions
12556,50,2,603.71,At-Risk
12557,16,5,11990.96,Champions
12558,7,1,269.96,Promising
12559,310,2,561.71,Lost
12560,5,3,2134.01,Promising
12561,302,1,238.85,Lost
12562,8,7,3781.74,Champions
12564,261,1,456.9,Lost
12565,288,1,145.92000000000002,Lost
12566,86,1,351.65,Lost
12567,22,10,9401.28,Champions
12569,2,32,4124.6900000000005,Champions
12571,39,2,519.61,Promising
12572,8,2,1020.42,Promising
12573,227,1,160.54000000000002,Lost
12574,315,1,218.45,Lost
12576,35,5,1315.83,At-Risk
12577,35,3,657.8,At-Risk
12578,21,2,2794.51,At-Risk
12579,78,1,440.42,Lost
12580,246,1,415.7,Lost
12581,39,1,197.71,Lost
12582,238,2,511.36,Lost
12583,2,15,7281.38,Champions
12584,3,9,2338.15,Champions
12585,234,2,2040.1,At-Risk
12586,17,1,196.94000000000003,Promising
12587,7,1,144.0,Promising
12588,39,1,214.9,Lost
12589,28,2,646.68,Promising
12590,211,2,9864.26,At-Risk
12591,317,1,452.85,Lost
12592,92,2,437.6,Lost
12593,108,3,418.1,Lost
12594,37,10,3338.2200000000003,Champions
12596,51,2,618.27,At-Risk
12597,19,4,3811.22,At-Risk
12598,9,8,3023.08,Champions
12599,29,7,1032.58,At-Risk
12600,28,10,2599.04,Champions
12601,189,5,577.0600000000001,At-Risk
12602,58,1,153.12,Lost
12603,21,1,739.1999999999999,Promising
12604,79,2,254.18,Lost
12607,60,1,1579.51,At-Risk
12609,78,3,1126.85,At-Risk
12610,22,5,2099.54,At-Risk
12611,52,1,1193.32,At-Risk
12612,74,1,704.04,Lost
12613,57,5,3344.38,At-Risk
12614,277,1,315.6,Lost
12615,2,4,2291.19,Champions
12616,95,2,713.3,Lost
12617,29,1,355.53000000000003,Promising
12618,21,1,177.31,Promising
12619,16,9,3641.24,Champions
12620,14,3,1339.41,At-Risk
12621,1,20,13689.67,Champions
12622,232,1,180.1,Lost
12623,276,1,305.1,Lost
12624,106,2,641.13,Lost
12625,211,2,2683.82,At-Risk
12626,23,9,6620.4800000000005,Champions
12627,10,7,4478.53,Champions
12628,4,3,786.46,Promising
12630,9,2,1270.88,Promising
12631,57,1,640.5,Lost
12633,58,4,2163.98,At-Risk
12635,89,2,1689.18,At-Risk
12637,67,8,6021.9,At-Risk
12638,33,1,671.69,Promising
12639,238,1,486.1,Lost
12640,23,3,1174.58,At-Risk
12641,115,1,185.9,Lost
12642,25,3,1013.26,At-Risk
12643,128,6,3344.64,At-Risk
12644,129,1,477.91,Lost
12645,33,4,1775.18,At-Risk
12646,4,2,1346.97,Promising
12647,22,12,3722.82,Champions
12648,154,1,318.05,Lost
12649,107,3,623.51,At-Risk
12650,3,1,314.44,Promising
12651,334,1,114.0,Lost
12652,331,1,919.98,Lost
12653,148,2,2209.85,At-Risk
12654,10,5,601.98,Promising
12656,17,5,4051.17,Champions
12657,11,4,1643.18,At-Risk
12658,18,1,686.05,Promising
12659,29,1,91.68,Lost
12660,11,1,245.1,Promising
12662,0,11,3849.78,Champions
12664,8,9,4881.88,Champions
12665,324,1,63.0,Lost
12667,58,1,620.13,Lost
12668,11,4,3807.15,Champions
12669,150,3,2744.03,At-Risk
12670,10,5,2996.05,Champions
12672,329,1,225.9,Lost
12673,5,2,610.52,Promising
12674,38,4,1970.6,At-Risk
12676,24,6,1331.39,At-Risk
12678,42,12,17628.46,Champions
12679,58,4,1113.02,At-Risk
12680,0,4,880.81,Promising
12681,14,22,13787.54,Champions
12682,3,31,12288.22,Champions
12683,4,15,8476.57,Champions
12684,7,7,2283.63,Champions
12685,28,6,2863.08,At-Risk
12686,371,1,89.14,Lost
12688,113,1,4873.81,At-Risk
12689,25,2,1247.61,At-Risk
12690,205,1,389.01,Lost
12691,28,6,1035.8,At-Risk
12693,127,4,855.91,At-Risk
12694,70,2,869.67,At-Risk
12695,7,4,582.1,Promising
12697,28,3,957.59,At-Risk
12700,7,4,4939.99,Champions
12701,79,2,797.71,At-Risk
12702,19,1,219.0,Promising
12703,71,1,283.55,Lost
12704,7,8,2340.84,Champions
12705,15,9,6868.29,Champions
12707,291,1,603.42,Lost
12708,29,10,2712.91,Champions
12709,15,15,9736.52,Champions
12710,96,3,1149.02,At-Risk
12712,28,13,4396.13,Champions
12713,0,1,848.55,Promising
12714,9,5,4708.86,Champions
12715,106,1,353.86,Lost
12716,3,2,1053.49,Promising
12717,151,2,1030.98,At-Risk
12718,71,1,238.25,Lost
12719,5,2,644.95,Promising
12720,2,25,5781.7300000000005,Champions
12721,31,6,2656.13,At-Risk
12722,85,4,997.63,At-Risk
12723,3,5,725.07,Promising
12724,5,4,1031.41,Promising
12725,371,1,427.8,Lost
12726,28,7,2609.1,At-Risk
12727,10,7,3980.7,Champions
12728,71,4,836.33,At-Risk
12729,113,1,453.01,Lost
12731,23,12,18895.91,Champions
12732,179,1,236.26,Lost
12733,234,1,383.95,Lost
12734,352,1,110.4,Lost
12735,315,2,779.5699999999999,Lost
12736,332,1,234.0,Lost
12738,372,1,155.35,Lost
12739,78,2,1013.04,At-Risk
12740,63,1,427.6,Lost
12743,134,2,546.43,Lost
12744,51,7,21279.29,Champions
12747,2,11,4196.01,Champions
12748,0,209,33719.73,Champions
12749,3,5,4090.88,Champions
12750,128,1,275.88,Lost
12752,81,1,4366.78,At-Risk
12753,22,6,21429.39,Champions
12754,235,3,3010.74,At-Risk
12755,280,2,3811.95,At-Risk
12756,86,1,112.08,Lost
12757,15,13,7857.1,Champions
12758,116,2,2791.59,At-Risk
12759,52,3,1531.44,At-Risk
12762,7,2,1898.52,Promising
12763,138,2,494.08,Lost
12764,316,1,1693.88,Lost
12766,3,7,6989.63,Champions
12769,238,1,1143.6,Lost
12770,210,1,1351.45,Lost
12772,59,1,892.47,Lost
12775,17,5,1386.04,At-Risk
12778,19,6,822.23,At-Risk
12779,37,8,3981.36,Champions
12781,63,2,826.74,At-Risk
12782,4,5,2330.92,Champions
12783,2,6,2225.91,Champions
12784,9,2,574.42,Promising
12785,364,1,311.95,Lost
12787,9,3,463.66,Promising
12789,65,1,91.85,Lost
12790,192,1,324.92,Lost
12791,373,1,192.6,Lost
12792,256,1,400.54,Lost
12793,334,2,545.48,Lost
12794,53,2,860.41,At-Risk
12795,18,1,430.48,Promising
12797,365,1,254.03,Lost
12798,10,3,6977.04,Champions
12802,186,1,427.58,Lost
12808,36,3,483.65,Promising
12809,177,1,489.31,Lost
12811,260,3,514.85,Lost
12812,44,1,229.64,Lost
12814,101,1,125.92,Lost
12815,147,2,1063.46,At-Risk
12816,95,2,572.2,Lost
12817,281,1,166.04000000000002,Lost
12818,261,1,1542.08,Lost
12820,3,4,942.34,Promising
12821,214,1,92.72,Lost
12822,70,2,948.88,At-Risk
12823,74,5,1759.5,At-Risk
12824,59,1,397.12,Lost
12826,2,7,1474.72,Champions
12827,5,3,430.15,Promising
12828,2,6,1018.71,Champions
12829,336,2,293.0,Lost
12830,37,6,6814.64,At-Risk
12831,262,1,215.05,Lost
12832,32,2,383.03,Promising
12833,145,1,417.38,Lost
12834,282,1,312.38,Lost
12836,59,4,2612.86,At-Risk
12837,173,1,134.1,Lost
12838,33,2,683.13,Promising
12839,2,14,5591.42,Champions
12840,143,4,2726.77,At-Risk
12841,4,25,4022.35,Champions
12842,70,2,1118.99,At-Risk
12843,65,8,1702.26,At-Risk
12844,29,2,325.96000000000004,Promising
12845,267,4,354.09000000000003,Lost
12847,22,1,871.54,Promising
12849,31,2,1050.89,At-Risk
12851,96,1,135.18,Lost
12852,294,1,311.55,Lost
12853,134,6,1957.1,At-Risk
12854,78,3,1324.5,At-Risk
12855,372,1,38.1,Lost
12856,7,6,2179.93,Champions
12857,210,2,1106.4,At-Risk
12863,52,1,521.2,Lost
12864,138,1,147.12,Lost
12865,26,2,1568.23,At-Risk
12866,283,1,559.12,Lost
12867,26,7,4036.82,Champions
12868,185,6,1607.0600000000002,At-Risk
12871,84,2,380.64,Lost
12872,326,2,599.97,Lost
12873,282,1,374.0,Lost
12875,143,2,343.2300000000001,Lost
12876,57,2,2218.02,At-Risk
12877,3,12,1535.77,Champions
12878,236,2,854.99,Lost
12879,44,3,573.22,At-Risk
12881,275,1,298.0,Lost
12882,9,2,1463.04,Promising
12883,24,4,703.47,At-Risk
12884,88,1,309.05,Lost
12885,63,3,1175.22,At-Risk
12886,67,2,1378.4,At-Risk
12888,214,2,354.12,Lost
12890,24,1,380.47,Promising
12891,185,3,331.0,Lost
12893,30,1,188.14,Promising
12895,42,2,372.8,Promising
12897,204,2,216.5,Lost
12901,8,28,17654.54,Champions
12902,264,1,138.68,Lost
12904,18,2,509.58,Promising
12906,11,5,2919.81,Champions
12908,176,2,750.0,Lost
12909,39,5,2178.67,At-Risk
12910,23,8,3075.04,Champions
12912,2,5,1662.3,Champions
12913,4,5,2483.63,Champions
12915,148,2,363.65,Lost
12916,138,4,3006.15,At-Risk
12917,128,1,594.0,Lost
12919,8,6,1335.19,Champions
12920,17,1,164.23,Promising
12921,9,37,16587.09,Champions
12922,161,1,405.38,Lost
12923,64,1,176.97,Lost
12924,88,4,933.7,At-Risk
12925,4,2,694.05,Promising
12928,35,5,2062.7,At-Risk
12929,311,1,117.85,Lost
12930,78,2,415.8,Lost
12931,21,15,42055.96,Champions
12933,24,3,607.53,Promising
12935,2,7,2160.7,Champions
12936,17,4,1063.9,At-Risk
12937,15,4,1504.27,At-Risk
12938,25,1,114.14,Promising
12939,64,8,11581.8,Champions
12940,54,2,913.54,At-Risk
12942,131,3,683.9,At-Risk
12944,35,2,604.51,Promising
12945,288,1,462.95,Lost
12947,143,6,1603.99,At-Risk
12948,16,7,2064.95,Champions
12949,30,8,4167.22,Champions
12950,2,3,1843.0,Promising
12951,8,6,1064.07,Champions
12952,5,4,1387.79,Promising
12953,9,1,329.85,Promising
12955,1,11,4757.16,Champions
12956,306,1,108.07,Lost
12957,9,8,4017.54,Champions
12962,7,2,266.39,Promising
12963,8,8,1856.63,Champions
12965,89,1,771.91,Lost
12966,9,1,160.18,Promising
12967,358,2,1660.9,At-Risk
12968,112,1,135.95,Lost
12970,7,4,452.24,Promising
12971,3,86,11189.91,Champions
12974,197,1,144.8,Lost
12976,211,1,738.6,Lost
12977,156,1,39.24,Lost
12980,157,9,7374.900000000001,At-Risk
12981,29,2,372.22,Promising
12982,242,1,390.54,Lost
12984,18,1,97.5,Promising
12985,0,2,1239.38,Promising
12987,73,2,558.7,Lost
12988,292,1,535.32,Lost
12989,3,15,6924.11,Champions
12990,31,3,409.5,Promising
12991,23,2,503.76,Promising
12993,23,4,414.76,Promising
12994,4,3,974.42,Promising
12995,85,1,211.32,Lost
12997,22,4,1226.89,At-Risk
12999,196,3,455.88,Lost
13000,106,3,534.85,At-Risk
13001,4,13,9818.82,Champions
13002,318,1,120.95,Lost
13003,105,3,149.05,Lost
13004,11,18,5655.91,Champions
13005,173,2,513.7,Lost
13006,56,1,81.57,Lost
13008,323,1,229.47,Lost
13011,372,1,50.55,Lost
13012,9,8,1661.84,Champions
13013,1,13,4810.9400000000005,Champions
13014,10,10,3466.28,Champions
13015,53,5,3346.28,At-Risk
13016,73,3,789.89,At-Risk
13017,7,1,204.0,Promising
13018,16,28,7277.7,Champions
13021,4,9,2616.38,Champions
13023,64,2,689.9,At-Risk
13026,1,5,975.36,Champions
13027,113,6,6912.0,At-Risk
13028,22,2,661.3199999999999,Promising
13029,30,3,1247.5,At-Risk
13030,11,2,799.48,Promising
13032,52,2,1010.18,At-Risk
13033,357,1,190.55,Lost
13034,54,2,642.77,At-Risk
13035,73,2,921.88,At-Risk
13037,138,3,881.07,At-Risk
13038,80,3,908.46,At-Risk
13040,8,2,676.99,Promising
13043,273,1,516.42,Lost
13044,291,1,560.47,Lost
13045,99,1,305.28000000000003,Lost
13046,30,2,629.31,Promising
13047,31,10,3237.54,Champions
13048,14,4,1835.91,At-Risk
13049,64,2,656.6800000000001,At-Risk
13050,14,17,5836.86,Champions
13052,212,1,348.15000000000003,Lost
13055,78,3,1214.41,At-Risk
13058,24,3,271.40000000000003,Promising
13059,249,1,183.4,Lost
13060,253,1,307.53000000000003,Lost
13061,72,1,248.61,Lost
13062,191,1,346.98,Lost
13064,12,4,1119.49,At-Risk
13065,373,1,205.86,Lost
13066,24,2,470.8,Promising
13067,82,1,115.46,Lost
13068,10,2,344.0,Promising
13069,0,24,4436.12,Champions
13070,192,1,228.8,Lost
13072,266,1,177.15,Lost
13075,129,1,919.61,Lost
13077,1,4,729.27,Promising
13078,3,26,12627.94,Champions
13079,4,5,220.1,Promising
13080,179,1,58.08,Lost
13081,11,11,28337.38,Champions
13082,126,9,3613.63,At-Risk
13083,4,2,303.75,Promising
13085,157,2,416.08,Lost
13089,2,97,58825.83,Champions
13090,8,14,8910.82,Champions
13091,28,1,345.82,Promising
13092,70,5,477.83,At-Risk
13093,275,8,7832.47,At-Risk
13094,21,12,1927.32,Champions
13095,70,1,74.39999999999999,Lost
13097,32,10,6010.42,Champions
13098,1,28,28882.44,Champions
13099,99,1,207.36,Lost
13101,234,1,101.19,Lost
13102,1,24,6424.09,Champions
13103,39,1,243.94,Lost
13104,3,6,1098.48,Champions
13106,133,1,76.5,Lost
13107,44,4,1531.62,At-Risk
13108,372,1,350.06,Lost
13109,59,2,786.54,At-Risk
13110,31,7,1488.67,At-Risk
13113,0,24,12245.96,Champions
13115,11,4,2294.78,At-Risk
13116,138,1,501.14,Lost
13117,21,8,984.91,At-Risk
13118,19,5,1197.81,At-Risk
13120,238,1,30.6,Lost
13121,269,1,283.73,Lost
13122,94,2,922.39,At-Risk
13124,89,3,3866.33,At-Risk
13126,4,8,2099.64,Champions
13127,77,1,259.17,Lost
13130,94,1,64.0,Lost
13131,23,3,1073.3,At-Risk
13132,261,1,77.3,Lost
13133,273,2,109.8,Lost
13134,85,4,1793.58,At-Risk
13135,196,1,3096.0,At-Risk
13136,56,5,2607.61,At-Risk
13137,10,8,3650.41,Champions
13138,22,6,962.39,At-Risk
13139,16,7,5064.9400000000005,Champions
13140,108,3,423.72,Lost
13141,84,5,2388.75,At-Risk
13142,19,1,307.09000000000003,Promising
13144,332,1,110.95,Lost
13145,39,4,618.52,At-Risk
13146,26,1,228.91,Promising
13147,10,4,712.8,Promising
13148,29,12,3707.12,Champions
13149,14,4,1676.06,At-Risk
13151,295,1,1257.87,Lost
13153,5,1,486.22,Promising
13155,33,4,971.76,At-Risk
13157,49,4,1741.22,At-Risk
13158,94,4,1201.06,At-Risk
13159,8,4,1437.85,Promising
13160,22,1,91.8,Promising
13161,313,1,112.75,Lost
13162,122,4,1688.29,At-Risk
13165,46,2,1021.48,At-Risk
13166,283,1,417.2,Lost
13167,18,4,791.33,At-Risk
13168,36,4,1319.19,At-Risk
13169,63,2,712.88,At-Risk
13170,26,1,116.01,Promising
13171,21,3,468.41,Promising
13173,4,2,353.65000000000003,Promising
13174,16,3,2817.03,At-Risk
13176,46,1,492.84,Lost
13177,64,1,282.45,Lost
13178,26,11,5725.47,Champions
13182,45,1,121.18,Lost
13183,7,9,3957.78,Champions
13184,14,10,1701.29,Champions
13185,267,1,71.4,Lost
13186,39,3,1575.89,At-Risk
13187,337,1,236.02,Lost
13188,11,1,114.6,Promising
13189,18,2,260.68,Promising
13192,95,2,911.94,At-Risk
13193,61,1,117.88,Lost
13194,135,1,60.7,Lost
13196,11,4,1797.78,At-Risk
13198,10,6,3401.24,Champions
13199,3,38,9817.12,Champions
13200,19,4,870.09,At-Risk
13203,9,4,869.46,Promising
13207,15,2,250.26,Promising
13208,58,6,1223.9,At-Risk
13209,30,8,5891.61,Champions
13210,93,1,353.48,Lost
13211,10,3,1197.42,Promising
13212,19,3,788.08,Promising
13213,56,5,1520.58,At-Risk
13216,267,1,333.74,Lost
13217,122,3,533.98,At-Risk
13218,127,1,62.64,Lost
13220,78,4,819.2900000000001,At-Risk
13221,240,2,847.41,Lost
13223,200,2,163.2,Lost
13224,60,2,2155.95,At-Risk
13225,3,7,6463.84,Champions
13226,273,1,108.21,Lost
13227,201,1,257.7,Lost
13228,81,1,358.0,Lost
13229,225,1,160.95,Lost
13230,4,14,2806.97,Champions
13232,12,7,1357.6,Champions
13233,74,2,605.12,Lost
13235,212,1,1031.07,Lost
13236,24,2,744.85,Promising
13238,17,4,700.73,Promising
13239,261,1,329.56,Lost
13240,96,4,663.65,At-Risk
13242,112,3,270.40000000000003,Lost
13243,203,1,600.07,Lost
13244,92,1,121.74,Lost
13245,50,1,430.5,Lost
13246,18,6,1987.3,At-Risk
13247,17,4,501.12,Promising
13248,124,2,465.68,Lost
13249,92,3,711.41,At-Risk
13253,156,2,1030.4,At-Risk
13255,9,2,399.51,Promising
13258,11,3,698.5799999999999,Promising
13259,61,1,292.32,Lost
13260,61,1,557.62,Lost
13261,268,2,944.1,Lost
13262,263,1,200.29,Lost
13263,1,35,7454.07,Champions
13265,53,5,2107.66,At-Risk
13266,11,12,3834.26,Champions
13267,2,19,4521.49,Champions
13268,17,11,3214.69,Champions
13269,1,15,5346.2300000000005,Champions
13270,366,1,590.0,Lost
13271,37,1,217.38,Lost
13272,31,2,276.56,Promising
13273,113,1,138.98,Lost
13276,63,2,590.9300000000001,Lost
13277,15,4,258.4,Promising
13278,40,1,542.73,Promising
13279,78,1,137.75,Lost
13280,122,3,814.86,At-Risk
13282,18,3,1132.14,At-Risk
13283,59,2,93.66,Lost
13284,330,1,201.19,Lost
13285,23,4,2709.12,At-Risk
13291,155,1,361.11,Lost
13292,38,2,578.94,Promising
13294,189,2,873.74,Lost
13295,359,1,201.2,Lost
13296,137,1,87.4,Lost
13297,7,4,2089.85,Champions
13298,1,1,360.0,Promising
13299,268,1,142.5,Lost
13300,169,1,371.89,Lost
13301,103,4,618.09,At-Risk
13302,155,1,63.75,Lost
13304,351,1,300.42,Lost
13305,4,10,2000.86,Champions
13307,120,1,15.0,Lost
13308,22,3,1385.51,At-Risk
13309,7,5,1456.79,Champions
13310,28,3,1132.03,At-Risk
13311,4,2,598.57,Promising
13313,22,5,1555.3200000000002,At-Risk
13314,1,3,775.94,Promising
13316,37,4,5977.73,At-Risk
13317,66,6,2273.68,At-Risk
13318,1,3,640.76,Promising
13319,5,26,10845.55,Champions
13320,78,4,1548.7,At-Risk
13321,72,2,567.36,Lost
13322,17,1,199.48,Promising
13323,3,5,787.85,Promising
13324,36,10,7121.95,Champions
13325,81,1,675.3,Lost
13327,38,8,3627.77,At-Risk
13328,316,1,1308.48,Lost
13329,31,2,789.0,Promising
13330,92,3,1140.93,At-Risk
13332,14,1,350.90000000000003,Promising
13334,82,3,3536.82,At-Risk
13336,77,1,795.12,Lost
13338,157,1,487.02,Lost
13339,200,1,860.12,Lost
13340,45,7,10736.48,Champions
13341,260,1,775.85,Lost
13343,177,1,353.43,Lost
13344,67,3,2543.7200000000003,At-Risk
13345,287,1,389.5,Lost
13347,70,1,341.36,Lost
13348,64,1,233.76,Lost
13349,10,1,247.32,Promising
13350,16,2,979.12,Promising
13351,66,1,373.94,Lost
13352,60,1,397.98,Lost
13354,71,1,743.53,Lost
13355,122,1,674.7,Lost
13356,80,1,768.24,Lost
13357,257,1,609.95,Lost
13358,268,1,439.03,Lost
13359,63,1,439.56,Lost
13362,9,4,3090.74,Champions
13363,17,2,992.5,Promising
13364,71,1,134.96,Lost
13365,33,2,2225.37,At-Risk
13366,50,1,56.16,Lost
13368,256,2,623.4,Lost
13369,365,1,308.28000000000003,Lost
13370,371,1,754.87,Lost
13372,89,1,378.64,Lost
13373,60,3,3312.25,At-Risk
13375,88,1,778.65,Lost
13376,99,3,1019.76,At-Risk
13379,26,3,572.56,Promising
13381,31,6,3639.31,At-Risk
13382,280,1,222.99,Lost
13384,30,7,4151.93,Champions
13385,329,1,534.57,Lost
13388,131,2,677.1,Lost
13389,11,3,797.96,Promising
13390,74,1,544.08,Lost
13391,203,1,59.8,Lost
13394,1,8,2520.02,Champions
13395,185,1,307.72,Lost
13396,29,2,1360.99,At-Risk
13397,72,5,1544.13,At-Risk
13398,192,1,457.34,Lost
13402,127,2,621.23,Lost
13403,17,1,75.0,Promising
13404,1,2,252.49,Promising
13405,74,3,572.451,At-Risk
13408,1,62,28117.04,Champions
13410,24,5,1003.06,At-Risk
13411,107,1,213.55,Lost
13414,133,3,1390.5,At-Risk
13416,43,2,712.5,At-Risk
13417,4,2,640.83,Promising
13418,11,18,6127.43,Champions
13419,63,1,221.06,Lost
13420,149,2,159.85,Lost
13421,40,2,1851.08,At-Risk
13422,64,1,2626.3,At-Risk
13425,108,3,1624.21,At-Risk
13426,0,10,3641.32,Champions
13427,19,3,582.6,Promising
13428,10,1,218.47,Promising
13429,10,4,1006.8,Promising
13430,18,2,679.45,Promising
13431,67,2,1269.1,At-Risk
13434,74,2,534.24,Lost
13435,5,7,3809.89,Champions
13436,1,1,196.89,Promising
13437,14,7,3408.06,Champions
13439,255,1,283.71,Lost
13441,91,1,296.64,Lost
13447,23,3,1129.14,At-Risk
13448,16,6,3539.3700000000003,Champions
13449,23,1,291.88,Promising
13450,26,6,2043.72,At-Risk
13451,26,5,2976.15,At-Risk
13452,259,2,590.0,Lost
13453,165,2,356.98,Lost
13455,24,2,1058.34,Promising
13456,17,6,1766.72,At-Risk
13458,7,14,9646.57,Champions
13460,29,2,183.44,Promising
13461,38,3,1445.0,At-Risk
13462,252,1,151.5,Lost
13464,58,1,674.68,Lost
13466,184,1,307.90000000000003,Lost
13467,10,2,1083.71,Promising
13468,1,37,5704.97,Champions
13470,99,2,165.0,Lost
13471,1,4,2531.58,Champions
13473,60,2,422.64,Lost
13474,236,1,229.59,Lost
13475,191,4,1431.78,At-Risk
13476,178,2,1238.47,At-Risk
13477,37,6,1454.58,At-Risk
13479,200,2,300.95,Lost
13481,45,5,1804.56,At-Risk
13482,232,1,184.64,Lost
13483,65,1,140.34,Lost
13484,241,1,313.8,Lost
13485,233,1,454.24,Lost
13486,78,3,1122.41,At-Risk
13487,57,3,575.4,At-Risk
13488,17,13,8968.31,Champions
13489,105,4,449.52,At-Risk
13491,51,10,1215.82,At-Risk
13492,136,3,1269.84,At-Risk
13493,275,2,618.63,Lost
13494,311,1,316.26000000000005,Lost
13495,7,5,2044.87,Champions
